database,description
geneontology_Biological_Process_noRedundant,cilium organization
geneontology_Biological_Process_noRedundant,intermediate filament-based process
geneontology_Biological_Process_noRedundant,respiratory gaseous exchange
geneontology_Biological_Process_noRedundant,response to thyroid hormone
geneontology_Biological_Process_noRedundant,"DNA-templated transcription, termination"
geneontology_Biological_Process_noRedundant,regeneration
geneontology_Biological_Process_noRedundant,cardiocyte differentiation
geneontology_Biological_Process_noRedundant,response to estradiol
geneontology_Biological_Process_noRedundant,"synaptic transmission, glutamatergic"
geneontology_Biological_Process_noRedundant,coronary vasculature development
geneontology_Biological_Process_noRedundant,integrin-mediated signaling pathway
geneontology_Biological_Process_noRedundant,cognition
geneontology_Biological_Process_noRedundant,sensory perception of mechanical stimulus
geneontology_Biological_Process_noRedundant,hematopoietic progenitor cell differentiation
geneontology_Biological_Process_noRedundant,regulation of cell division
geneontology_Biological_Process_noRedundant,toxin transport
geneontology_Biological_Process_noRedundant,cell-cell fusion
geneontology_Biological_Process_noRedundant,signal transduction in absence of ligand
geneontology_Biological_Process_noRedundant,positive regulation of growth
geneontology_Biological_Process_noRedundant,neural precursor cell proliferation
geneontology_Biological_Process_noRedundant,aging
geneontology_Biological_Process_noRedundant,activation of protein kinase activity
geneontology_Biological_Process_noRedundant,regulation of protein serine/threonine kinase activity
geneontology_Biological_Process_noRedundant,positive regulation of response to external stimulus
geneontology_Biological_Process_noRedundant,chromosome segregation
geneontology_Biological_Process_noRedundant,signal transduction involved in regulation of gene expression
geneontology_Biological_Process_noRedundant,sensory perception of pain
geneontology_Biological_Process_noRedundant,fat cell differentiation
geneontology_Biological_Process_noRedundant,establishment of protein localization to membrane
geneontology_Biological_Process_noRedundant,urogenital system development
geneontology_Biological_Process_noRedundant,syncytium formation
geneontology_Biological_Process_noRedundant,negative regulation of response to external stimulus
geneontology_Biological_Process_noRedundant,interleukin-8 production
geneontology_Biological_Process_noRedundant,regulation of cellular response to growth factor stimulus
geneontology_Biological_Process_noRedundant,heart morphogenesis
geneontology_Biological_Process_noRedundant,RNA splicing
geneontology_Biological_Process_noRedundant,response to oxygen levels
geneontology_Biological_Process_noRedundant,tissue remodeling
geneontology_Biological_Process_noRedundant,positive regulation of neurogenesis
geneontology_Biological_Process_noRedundant,azole transport
geneontology_Biological_Process_noRedundant,carbohydrate derivative catabolic process
geneontology_Biological_Process_noRedundant,protein transmembrane transport
geneontology_Biological_Process_noRedundant,protein-lipid complex subunit organization
geneontology_Biological_Process_noRedundant,homeostasis of number of cells
geneontology_Biological_Process_noRedundant,roof of mouth development
geneontology_Biological_Process_noRedundant,synapse organization
geneontology_Biological_Process_noRedundant,mRNA processing
geneontology_Biological_Process_noRedundant,RNA catabolic process
geneontology_Biological_Process_noRedundant,response to ketone
geneontology_Biological_Process_noRedundant,ectoderm development
geneontology_Biological_Process_noRedundant,"DNA-templated transcription, elongation"
geneontology_Biological_Process_noRedundant,divalent inorganic cation transport
geneontology_Biological_Process_noRedundant,multicellular organismal movement
geneontology_Biological_Process_noRedundant,muscle organ development
geneontology_Biological_Process_noRedundant,cell cycle arrest
geneontology_Biological_Process_noRedundant,organelle fission
geneontology_Biological_Process_noRedundant,regulation of behavior
geneontology_Biological_Process_noRedundant,serotonin receptor signaling pathway
geneontology_Biological_Process_noRedundant,feeding behavior
geneontology_Biological_Process_noRedundant,negative regulation of cell adhesion
geneontology_Biological_Process_noRedundant,natural killer cell activation
geneontology_Biological_Process_noRedundant,respiratory system development
geneontology_Biological_Process_noRedundant,transition metal ion homeostasis
geneontology_Biological_Process_noRedundant,muscle tissue development
geneontology_Biological_Process_noRedundant,sialylation
geneontology_Biological_Process_noRedundant,protein homooligomerization
geneontology_Biological_Process_noRedundant,organic hydroxy compound transport
geneontology_Biological_Process_noRedundant,protein import
geneontology_Biological_Process_noRedundant,tRNA metabolic process
geneontology_Biological_Process_noRedundant,ERK1 and ERK2 cascade
geneontology_Biological_Process_noRedundant,membrane protein proteolysis
geneontology_Biological_Process_noRedundant,divalent inorganic cation homeostasis
geneontology_Biological_Process_noRedundant,oligosaccharide metabolic process
geneontology_Biological_Process_noRedundant,semaphorin-plexin signaling pathway
geneontology_Biological_Process_noRedundant,receptor-mediated endocytosis
geneontology_Biological_Process_noRedundant,ephrin receptor signaling pathway
geneontology_Biological_Process_noRedundant,cellular response to environmental stimulus
geneontology_Biological_Process_noRedundant,protein kinase C signaling
geneontology_Biological_Process_noRedundant,peptidyl-cysteine modification
geneontology_Biological_Process_noRedundant,secretion by tissue
geneontology_Biological_Process_noRedundant,regulation of embryonic development
geneontology_Biological_Process_noRedundant,central nervous system neuron differentiation
geneontology_Biological_Process_noRedundant,apoptotic mitochondrial changes
geneontology_Biological_Process_noRedundant,second-messenger-mediated signaling
geneontology_Biological_Process_noRedundant,platelet degranulation
geneontology_Biological_Process_noRedundant,response to leukemia inhibitory factor
geneontology_Biological_Process_noRedundant,lipoprotein localization
geneontology_Biological_Process_noRedundant,respiratory tube development
geneontology_Biological_Process_noRedundant,defense response to other organism
geneontology_Biological_Process_noRedundant,regulation of DNA-binding transcription factor activity
geneontology_Biological_Process_noRedundant,"synaptic transmission, dopaminergic"
geneontology_Biological_Process_noRedundant,substrate-dependent cell migration
geneontology_Biological_Process_noRedundant,genetic imprinting
geneontology_Biological_Process_noRedundant,nuclear transport
geneontology_Biological_Process_noRedundant,mast cell mediated immunity
geneontology_Biological_Process_noRedundant,cellular response to biotic stimulus
geneontology_Biological_Process_noRedundant,insulin-like growth factor receptor signaling pathway
geneontology_Biological_Process_noRedundant,negative regulation of defense response
geneontology_Biological_Process_noRedundant,response to immobilization stress
geneontology_Biological_Process_noRedundant,response to alcohol
geneontology_Biological_Process_noRedundant,protein polyubiquitination
geneontology_Biological_Process_noRedundant,homotypic cell-cell adhesion
geneontology_Biological_Process_noRedundant,positive chemotaxis
geneontology_Biological_Process_noRedundant,amyloid precursor protein metabolic process
